Ê±¼ä,H1,H2,H3,HT1,HT2
             4.39500,            51.18562,            46.01065,            28.59720,            50.73175,            36.74078
             4.40000,            51.16388,            44.99541,            28.07195,            50.72416,            35.00303
             4.40500,            51.15726,            43.90984,            27.61074,            50.71915,            33.30540
             4.41000,            51.13830,            42.75745,            27.19356,            50.71223,            31.82787
             4.41500,            51.13074,            41.53254,            26.82593,            50.70560,            30.62780
             4.42000,            51.11558,            40.23166,            26.48758,            50.69407,            29.62707
             4.42500,            51.01382,            38.87083,            26.18378,            50.69002,            28.81581
             4.43000,            50.76743,            37.44392,            25.90706,            50.67916,            28.11366
             4.43500,            50.37774,            35.90470,            25.65040,            50.67277,            27.52382
             4.44000,            49.87352,            34.20394,            25.41339,            50.66317,            27.01889
             4.44500,            49.27802,            32.53197,            25.18953,            50.66128,            26.57027
             4.45000,            48.61716,            31.07524,            24.97234,            50.64974,            26.18236
             4.45500,            47.91656,            29.88786,            24.77085,            50.55960,            25.83725
             4.46000,            47.16458,            28.90233,            24.56626,            50.31931,            25.53175
             4.46500,            46.38294,            28.10433,            24.38968,            49.93999,            25.24581
             4.47000,            45.56421,            27.40934,            24.20081,            49.44557,            24.99847
             4.47500,            44.67708,            26.83515,            24.03511,            48.86121,            24.76200
             4.48000,            43.69790,            26.33556,            23.86057,            48.21356,            24.54952
             4.48500,            42.65601,            25.90121,            23.69929,            47.52066,            24.34343
             4.49000,            41.53625,            25.50348,            23.54013,            46.78079,            24.14045
             4.49500,            40.35008,            25.15821,            23.38579,            46.00663,            23.95865
             4.50000,            39.08434,            24.85098,            23.24547,            45.19556,            23.77290
             4.50500,            37.76215,            24.57689,            23.10064,            44.31585,            23.61369
             4.51000,            36.36955,            24.33846,            22.96617,            43.34806,            23.43629
             4.51500,            34.87103,            24.11465,            22.82989,            42.31429,            23.28988
             4.52000,            33.20915,            23.90590,            22.70001,            41.20638,            23.12511
             4.52500,            31.57107,            23.71641,            22.57199,            40.03226,            22.98122
             4.53000,            30.13642,            23.52513,            22.44057,            38.77634,            22.83359
             4.53500,            28.95735,            23.35304,            22.32666,            37.46564,            22.69461
             4.54000,            27.98056,            23.17739,            22.20196,            36.08257,            22.56244
             4.54500,            27.18560,            23.02323,            22.09749,            34.59327,            22.42982
             4.55000,            26.50399,            22.86137,            21.97432,            32.94270,            22.30441
             4.55500,            25.93213,            22.71528,            21.87163,            31.39885,            22.18044
             4.56000,            25.44357,            22.56538,            21.75849,            30.18938,            22.05425
             4.56500,            25.01156,            22.42680,            21.65739,            29.37307,            21.94217
             4.57000,            24.62383,            22.28821,            21.55206,            28.86958,            21.82210
             4.57500,            24.28231,            22.15548,            21.45621,            28.63800,            21.71751
             4.58000,            23.97345,            22.03175,            21.35349,            28.58208,            21.60262
             4.58500,            23.77616,            21.90801,            21.26140,            28.68344,            21.50306
             4.59000,            23.74177,            21.78533,            21.16509,            28.92215,            21.39493
             4.59500,            23.86919,            21.67264,            21.07549,            29.24509,            21.29276
             4.60000,            24.13199,            21.55310,            20.98084,            29.64786,            21.19385
             4.60500,            24.50506,            21.44579,            20.89612,            30.16999,            21.09811
             4.61000,            24.95167,            21.33221,            20.80481,            30.79588,            21.00159
             4.61500,            25.46760,            21.22982,            20.72272,            31.54075,            20.91182
             4.62000,            26.02462,            21.12047,            20.63964,            32.37866,            20.81763
             4.62500,            26.63367,            21.02302,            20.55850,            33.30947,            20.73408
             4.63000,            27.27322,            20.92402,            20.47901,            34.32326,            20.64071
             4.63500,            27.99672,            20.82792,            20.39741,            35.42148,            20.56205
             4.64000,            28.78760,            20.73679,            20.32267,            36.59441,            20.47405
             4.64500,            29.67085,            20.64535,            20.24510,            37.88571,            20.39415
             4.65000,            30.61768,            20.55196,            20.16316,            39.33445,            20.30924
             4.65500,            31.63514,            20.46917,            20.09275,            40.79363,            20.22952
             4.66000,            32.73302,            20.37542,            20.01723,            42.05868,            20.15170
             4.66500,            33.89438,            20.37669,            19.95133,            43.10878,            20.07295
             4.67000,            35.12406,            20.49785,            19.86991,            43.94688,            20.00226
             4.67500,            36.46191,            20.76810,            19.81012,            44.61841,            19.92685
             4.68000,            37.95232,            21.14791,            19.73258,            45.16951,            19.85976
             4.68500,            39.44857,            21.62352,            19.66970,            45.62653,            19.78664
             4.69000,            40.75301,            22.16021,            19.59685,            45.99419,            19.70798
             4.69500,            41.84273,            22.75612,            19.53232,            46.31919,            19.64440
             4.70000,            42.71877,            23.39507,            19.46348,            46.59258,            19.56945
             4.70500,            43.43339,            24.06783,            19.39687,            46.83324,            19.58641
             4.71000,            44.01918,            24.77922,            19.33556,            47.02942,            19.71571
             4.71500,            44.51155,            25.55603,            19.27245,            47.21171,            19.99953
             4.72000,            44.90959,            26.40069,            19.20977,            47.35481,            20.38422
             4.72500,            45.26589,            27.31142,            19.15203,            47.49143,            20.87113
             4.73000,            45.56577,            28.28743,            19.08498,            47.60012,            21.41460
             4.73500,            45.83868,            29.34673,            19.03106,            47.70395,            22.02045
             4.74000,            46.05847,            30.47380,            18.96605,            47.78478,            22.66355
             4.74500,            46.26863,            31.67428,            18.98674,            47.86534,            23.34363
             4.75000,            46.43282,            32.92708,            19.12658,            47.93663,            24.05976
             4.75500,            46.59402,            34.29722,            19.40690,            48.00168,            24.84132
             4.76000,            46.72627,            35.80535,            19.79953,            48.05842,            25.67018
             4.76500,            46.84721,            37.32550,            20.28679,            48.12193,            26.58776
             4.77000,            46.95112,            38.66505,            20.83375,            48.16895,            27.56476
             4.77500,            47.04802,            39.79104,            21.44084,            48.23145,            28.62672
             4.78000,            47.14161,            40.71338,            22.08740,            48.27316,            29.75327
             4.78500,            47.22140,            41.46568,            22.77143,            48.32844,            30.95252
             4.79000,            47.30146,            42.09575,            23.48619,            48.36523,            32.20916
             4.79500,            47.37388,            42.62769,            24.25810,            48.41137,            33.57302
             4.80000,            47.44690,            43.06195,            25.08475,            48.44835,            35.08113
             4.80500,            47.51526,            43.45720,            25.99883,            48.48757,            36.59999
             4.81000,            47.57124,            43.78965,            26.97408,            48.52774,            37.94302
             4.81500,            47.63932,            44.09655,            28.03062,            48.56084,            39.07711
             4.82000,            47.68773,            44.35065,            29.15418,            48.59683,            40.00825
             4.82500,            47.75090,            44.58889,            30.34780,            48.62762,            40.77218
             4.83000,            47.79221,            44.78474,            31.60450,            48.66252,            41.40886
             4.83500,            47.85050,            44.97086,            32.96501,            48.68891,            41.95453
             4.84000,            47.89173,            45.12974,            34.46937,            48.71094,            42.39933
             4.84500,            47.94005,            45.27921,            35.98401,            48.74442,            42.80267
             4.85000,            47.98115,            45.40651,            37.32688,            48.76373,            43.14453
             4.85500,            48.02349,            45.53018,            38.46776,            48.79614,            43.45703
             4.86000,            48.06398,            45.64324,            39.40373,            48.81194,            43.71931
             4.86500,            48.10155,            45.74877,            40.24500,            48.83883,            43.96277
             4.87000,            48.13787,            45.84364,            41.07994,            48.85720,            44.16967
             4.87500,            48.17648,            45.94298,            41.95196,            48.87832,            44.36432
             4.88000,            48.20454,            46.02922,            42.83938,            48.89896,            44.53317
             4.88500,            48.24301,            46.12161,            43.77095,            48.91733,            44.68949
             4.89000,            48.26867,            46.19684,            44.70963,            48.93507,            44.82239
             4.89500,            48.30280,            46.28148,            45.67183,            48.95550,            44.95468
             4.90000,            48.32996,            46.34635,            46.62868,            48.96984,            45.07235
             4.90500,            48.35898,            46.42181,            47.59957,            48.99193,            45.25195
             4.91000,            48.38375,            46.48619,            48.56518,            48.99870,            45.53940
             4.91500,            48.40991,            46.55668,            49.55445,            49.02208,            45.95774
             4.92000,            48.43064,            46.61913,            50.58663,            49.02564,            46.47809
             4.92500,            48.45983,            46.68211,            51.68584,            49.04979,            47.09073
             4.93000,            48.47809,            46.73591,            52.83282,            49.05265,            47.75488
             4.93500,            48.50581,            46.79500,            54.04879,            49.07432,            48.48155
             4.94000,            48.52117,            46.84702,            55.32503,            49.08570,            49.23360
             4.94500,            48.54777,            46.96546,            56.65804,            49.09875,            50.02938
             4.95000,            48.55898,            47.19422,            58.04609,            49.10830,            50.84554
             4.95500,            48.58695,            47.55674,            59.52977,            49.12060,            51.70379
             4.96000,            48.59698,            48.02010,            61.14587,            49.13409,            52.62183
             4.96500,            48.62242,            48.57811,            62.77929,            49.14349,            53.61941
             4.97000,            48.63768,            49.19314,            64.25053,            49.15686,            54.67875
             4.97500,            48.65684,            49.86688,            65.52780,            49.16893,            55.81295
             4.98000,            48.66921,            50.58059,            66.59636,            49.17471,            57.01464
             4.98500,            48.68437,            51.32792,            67.50978,            49.19128,            58.27951
             4.99000,            48.70286,            52.10723,            68.28922,            49.19558,            59.60395
             4.99500,            48.71820,            52.92248,            68.97449,            49.21005,            61.02760
             5.00000,            48.73526,            53.80033,            69.54945,            49.21168,            62.58170
             5.00500,            48.75254,            54.76203,            70.07657,            49.22492,            64.15808
             5.01000,            48.76202,            55.78258,            70.53999,            49.22905,            65.58249
             5.01500,            48.78086,            56.88455,            70.96965,            49.23771,            66.81286
             5.02000,            48.78955,            58.04536,            71.35392,            49.24680,            67.85057
             5.02500,            48.86894,            59.28092,            71.70712,            49.25463,            68.72435
             5.03000,            49.05086,            60.56743,            72.02342,            49.26317,            69.47542
             5.03500,            49.36615,            61.95976,            72.32502,            49.27242,            70.12666
             5.04000,            49.78584,            63.47687,            72.59815,            49.27767,            70.67945
             5.04500,            50.29544,            65.02511,            72.85289,            49.28876,            71.19165
             5.05000,            50.86896,            66.42766,            73.09097,            49.29433,            71.63664
             5.05500,            51.49898,            67.63877,            73.31773,            49.36384,            72.04514
             5.06000,            52.17055,            68.65742,            73.53266,            49.53899,            72.39633
             5.06500,            52.87977,            69.51624,            73.73863,            49.84444,            72.72749
             5.07000,            53.62003,            70.25502,            73.92929,            50.25157,            73.01401
             5.07500,            54.39999,            70.89149,            74.12325,            50.75262,            73.29704
             5.08000,            55.24108,            71.43540,            74.30215,            51.31445,            73.53971
             5.08500,            56.16174,            71.93298,            74.48535,            51.93549,            73.77872
             5.09000,            57.14614,            72.36738,            74.65453,            52.59601,            73.99421
             5.09500,            58.20730,            72.77052,            74.82452,            53.29663,            74.20177
             5.10000,            59.33361,            73.12088,            74.97782,            54.02889,            74.39969
             5.10500,            60.52887,            73.45438,            75.13643,            54.79848,            74.58374
             5.11000,            61.78444,            73.73576,            75.28225,            55.63179,            74.76295
             5.11500,            63.13341,            74.00452,            75.43987,            56.54399,            74.93485
             5.12000,            64.61571,            74.24532,            75.57155,            57.51801,            75.10121
             5.12500,            66.12412,            74.46460,            75.71919,            58.56741,            75.26716
             5.13000,            67.50078,            74.67237,            75.85029,            59.68392,            75.42281
             5.13500,            68.69434,            74.86370,            75.98739,            60.86785,            75.58086
             5.14000,            69.70144,            75.05169,            76.11862,            62.11359,            75.71956
             5.14500,            70.55299,            75.22692,            76.23904,            63.45305,            75.86749
             5.15000,            71.27741,            75.39370,            76.36630,            64.92325,            75.99974
             5.15500,            71.90701,            75.56308,            76.48367,            66.36514,            76.14297
             5.16000,            72.43878,            75.71479,            76.60277,            67.57068,            76.27279
             5.16500,            72.92675,            75.87503,            76.71646,            68.47797,            76.40127
             5.17000,            73.35493,            76.01928,            76.82884,            69.09006,            76.52496
             5.17500,            73.74694,            76.16809,            76.94434,            69.46205,            76.64630
             5.18000,            74.09147,            76.30298,            77.04564,            69.64341,            76.76796
             5.18500,            74.35891,            76.43853,            77.15529,            69.67218,            76.87996
             5.19000,            74.47904,            76.56944,            77.25161,            69.56171,            76.99505
             5.19500,            74.46991,            76.69905,            77.35792,            69.36935,            77.11012
             5.20000,            74.32297,            76.82109,            77.45778,            69.07255,            77.21499
             5.20500,            74.07147,            76.94650,            77.55362,            68.71290,            77.32325
             5.21000,            73.72872,            77.06050,            77.64976,            68.24153,            77.42447
             5.21500,            73.32807,            77.18063,            77.74244,            67.67787,            77.53093
             5.22000,            72.86061,            77.29359,            77.83194,            66.99828,            77.62843
             5.22500,            72.34844,            77.40489,            77.92196,            66.23811,            77.72604
             5.23000,            71.77959,            77.50897,            78.00805,            65.37578,            77.82096
             5.23500,            71.18574,            77.61670,            78.10428,            64.44043,            77.91405
             5.24000,            70.51567,            77.71721,            78.17991,            63.42160,            78.00608
             5.24500,            69.78707,            77.81678,            78.27161,            62.31656,            78.09890
             5.25000,            68.96881,            77.91690,            78.35079,            61.04707,            78.18547
             5.25500,            68.08059,            78.01347,            78.43790,            59.75186,            78.27687
             5.26000,            67.12427,            78.10695,            78.51833,            58.54945,            78.35797
             5.26500,            66.10427,            78.14615,            78.59449,            57.52698,            78.44703
             5.27000,            65.01397,            78.08198,            78.67709,            56.65067,            78.52248
             5.27500,            63.84231,            77.89801,            78.74903,            55.95449,            78.61120
             5.28000,            62.52318,            77.60483,            78.82778,            55.36234,            78.68265
             5.28500,            61.18328,            77.22634,            78.90372,            54.87859,            78.76557
             5.29000,            59.94131,            76.77042,            78.97644,            54.46281,            78.84359
             5.29500,            58.87544,            76.26594,            79.05562,            54.10356,            78.92095
             5.30000,            57.96544,            75.70835,            79.12215,            53.79301,            78.99725
             5.30500,            57.22094,            75.11939,            79.20012,            53.52408,            79.01638
             5.31000,            56.59154,            74.47960,            79.26215,            53.28872,            78.94268
             5.31500,            56.07315,            73.82180,            79.33655,            53.08998,            78.74200
             5.32000,            55.62321,            73.08672,            79.40490,            52.91006,            78.44035
             5.32500,            55.23341,            72.30529,            79.46977,            52.75458,            78.05005
             5.33000,            54.89229,            71.45287,            79.53945,            52.61502,            77.58523
             5.33500,            54.59342,            70.53377,            79.60164,            52.49748,            77.07326
             5.34000,            54.32991,            69.54267,            79.66789,            52.38972,            76.50573
             5.34500,            54.10469,            68.48226,            79.67946,            52.29487,            75.91016
             5.35000,            53.89946,            67.36120,            79.59663,            52.20997,            75.26153
             5.35500,            53.72061,            66.15112,            79.39702,            52.14087,            74.59390
             5.36000,            53.55498,            64.81029,            79.08657,            52.07580,            73.86064
             5.36500,            53.41921,            63.43941,            78.69512,            52.01647,            73.08226
             5.37000,            53.28909,            62.16612,            78.22439,            51.95748,            72.22941
             5.37500,            53.17550,            61.06295,            77.70794,            51.90136,            71.30540
             5.38000,            53.06870,            60.10643,            77.14060,            51.84449,            70.31100
             5.38500,            52.98023,            59.32454,            76.53792,            51.80040,            69.25147
             5.39000,            52.89452,            58.65093,            75.89163,            51.75077,            68.12518
             5.39500,            52.82009,            58.09215,            75.21589,            51.71119,            66.92204
             5.40000,            52.74000,            57.60662,            74.49195,            51.66325,            65.57678
             5.40500,            52.67088,            57.17586,            73.71995,            51.62591,            64.20993
             5.41000,            52.60156,            56.79944,            72.86614,            51.58058,            62.92935
             5.41500,            52.54164,            56.46162,            71.94806,            51.54600,            61.82014
             5.42000,            52.48096,            56.16618,            70.95334,            51.50645,            60.85743
             5.42500,            52.42343,            55.90619,            69.90006,            51.47814,            60.06361
             5.43000,            52.36896,            55.67226,            68.77155,            51.43437,            59.38382
             5.43500,            52.31345,            55.46501,            67.56946,            51.41237,            58.81154
             5.44000,            52.26374,            55.26896,            66.22971,            51.38080,            58.31379
             5.44500,            52.21614,            55.10594,            64.86301,            51.35490,            57.87848
             5.45000,            52.16881,            54.94774,            63.58554,            51.32796,            57.49072
             5.45500,            52.12930,            54.80920,            62.46706,            51.30060,            57.14866
             5.46000,            52.07821,            54.68000,            61.50103,            51.27617,            56.84286
             5.46500,            52.04523,            54.56746,            60.65137,            51.25001,            56.57891
             5.47000,            52.00052,            54.46127,            59.82605,            51.22795,            56.33285
             5.47500,            51.96661,            54.35942,            58.99521,            51.20617,            56.11611
             5.48000,            51.93075,            54.26310,            58.13469,            51.18380,            55.91332
             5.48500,            51.89595,            54.17207,            57.25098,            51.16705,            55.73993
             5.49000,            51.86036,            54.08112,            56.34528,            51.14162,            55.57791
             5.49500,            51.82729,            54.00310,            55.42985,            51.12651,            55.42701
             5.50000,            51.79482,            53.92064,            54.50829,            51.10378,            55.29274
             5.50500,            51.76596,            53.85146,            53.58777,            51.08823,            55.12598
             5.51000,            51.73640,            53.77204,            52.64857,            51.07371,            54.87784
             5.51500,            51.71322,            53.70464,            51.70967,            51.05785,            54.52327
             5.52000,            51.68195,            53.63368,            50.74939,            51.04251,            54.07071
             5.52500,            51.65999,            53.57085,            49.76003,            51.02454,            53.53813
             5.53000,            51.63083,            53.50751,            48.70632,            51.01262,            52.93616
             5.53500,            51.61048,            53.44783,            47.59815,            50.99699,            52.29140
             5.54000,            51.58666,            53.38565,            46.43347,            50.98001,            51.59987
             5.54500,            51.56732,            53.28959,            45.22060,            50.97205,            50.88065
             5.55000,            51.54526,            53.10168,            43.94868,            50.95228,            50.11460
             5.55500,            51.52242,            52.80869,            42.60494,            50.94740,            49.33116
             5.56000,            51.50379,            52.41210,            41.13918,            50.92573,            48.50894
             5.56500,            51.48596,            51.93841,            39.64282,            50.92246,            47.63714
             5.57000,            51.46247,            51.38860,            38.22946,            50.90409,            46.68971
             5.57500,            51.44800,            50.79182,            36.97541,            50.89702,            45.68039
             5.58000,            51.42443,            50.14754,            35.86669,            50.88322,            44.59613
             5.58500,            51.41567,            49.47175,            34.92603,            50.87114,            43.46078
             5.59000,            51.38936,            48.75080,            34.09448,            50.86033,            42.25461
             5.59500,            51.38001,            48.00888,            33.37632,            50.85285,            40.97664
             5.60000,            51.35725,            47.22635,            32.73415,            50.84247,            39.57184
             5.60500,            51.34491,            46.39277,            32.16720,            50.83599,            38.13727
             5.61000,            51.32685,            45.48353,            31.64950,            50.82152,            36.77560
             5.61500,            51.31014,            44.50976,            31.18329,            50.82003,            35.56591
             5.62000,            51.29611,            43.46702,            30.75079,            50.80488,            34.49899
             5.62500,            51.23913,            42.36427,            30.36517,            50.80240,            33.59472
             5.63000,            51.09883,            41.19367,            30.00534,            50.79000,            32.80071
             5.63500,            50.85185,            39.94681,            29.67313,            50.78471,            32.11644
             5.64000,            50.49949,            38.57946,            29.35993,            50.77399,            31.50618
             5.64500,            50.07414,            37.17400,            29.07576,            50.76365,            30.96216
             5.65000,            49.56930,            35.83900,            28.80406,            50.75566,            30.46753
             5.65500,            49.01923,            34.65297,            28.55171,            50.70617,            30.01869
             5.66000,            48.41638,            33.60372,            28.31252,            50.57452,            29.61351
             5.66500,            47.78274,            32.72042,            28.09387,            50.33557,            29.25385
             5.67000,            47.10031,            31.93833,            27.87875,            49.99614,            28.91892
             5.67500,            46.39479,            31.27334,            27.67643,            49.57856,            28.61404
             5.68000,            45.65168,            30.67502,            27.47874,            49.08466,            28.32537
             5.68500,            44.85490,            30.14704,            27.28871,            48.54363,            28.06272
             5.69000,            43.98565,            29.66441,            27.10191,            47.95151,            27.81650
             5.69500,            43.04918,            29.22803,            26.92342,            47.32432,            27.58284
             5.70000,            42.04264,            28.83478,            26.75042,            46.65244,            27.36514
             5.70500,            40.97678,            28.47802,            26.58878,            45.95704,            27.16572
             5.71000,            39.84150,            28.14884,            26.42378,            45.22212,            26.96503
             5.71500,            38.63609,            27.84387,            26.26550,            44.43347,            26.78789
             5.72000,            37.30492,            27.55810,            26.10866,            43.57409,            26.60143
             5.72500,            35.93632,            27.31159,            25.96067,            42.64854,            26.43320
             5.73000,            34.63263,            27.07423,            25.81084,            41.65222,            26.25741
             5.73500,            33.46757,            26.85786,            25.67183,            40.59694,            26.09696
             5.74000,            32.43951,            26.64996,            25.52479,            39.47194,            25.93817
             5.74500,            31.56446,            26.46284,            25.39511,            38.27718,            25.78509
             5.75000,            30.80166,            26.27607,            25.25628,            36.95667,            25.63737
             5.75500,            30.14376,            26.10036,            25.13299,            35.63984,            25.49022
             5.76000,            29.56057,            25.93115,            25.00133,            34.46166,            25.34331
             5.76500,            29.04259,            25.76661,            24.88270,            33.52485,            25.21136
             5.77000,            28.57117,            25.60623,            24.75397,            32.81913,            25.07026
             5.77500,            28.14900,            25.45144,            24.63954,            32.34921,            24.94772
             5.78000,            27.76337,            25.30014,            24.51932,            32.05760,            24.81034
             5.78500,            27.45683,            25.15991,            24.40802,            31.92772,            24.69237
             5.79000,            27.25146,            25.01511,            24.29628,            31.91656,            24.56697
             5.79500,            27.17531,            24.88115,            24.18581,            32.00849,            24.44503
             5.80000,            27.21329,            24.74156,            24.07662,            32.19030,            24.32988
             5.80500,            27.36356,            24.61348,            23.97377,            32.44696,            24.21482
             5.81000,            27.60246,            24.48415,            23.86755,            32.78016,            24.10097
             5.81500,            27.91234,            24.36223,            23.77033,            33.20725,            23.99201
             5.82000,            28.27822,            24.23572,            23.66662,            33.73420,            23.87913
             5.82500,            28.69872,            24.11788,            23.57750,            34.34920,            23.78024
             5.83000,            29.17037,            24.00181,            23.47665,            35.04995,            23.67144
             5.83500,            29.68762,            23.89043,            23.38123,            35.84470,            23.57377
             5.84000,            30.24244,            23.77845,            23.28995,            36.72056,            23.47173
             5.84500,            30.86062,            23.67404,            23.19633,            37.67231,            23.37282
             5.85000,            31.54640,            23.56123,            23.10719,            38.75396,            23.27796
             5.85500,            32.31031,            23.46170,            23.01707,            39.89626,            23.18161
             5.86000,            33.14284,            23.35632,            22.92539,            40.99319,            23.08833
             5.86500,            34.03831,            23.29746,            22.84563,            41.98343,            22.99947
             5.87000,            34.99349,            23.30868,            22.75169,            42.83769,            22.90780
             5.87500,            36.02865,            23.42631,            22.67818,            43.55937,            22.82275
             5.88000,            37.17483,            23.63906,            22.58825,            44.16382,            22.73473
             5.88500,            38.37958,            23.94157,            22.51045,            44.68184,            22.65162
             5.89000,            39.52659,            24.31123,            22.42715,            45.12432,            22.56359
             5.89500,            40.55994,            24.74309,            22.34851,            45.51373,            22.48279
             5.90000,            41.45389,            25.21529,            22.26962,            45.84647,            22.39855
             5.90500,            42.21608,            25.73517,            22.18997,            46.14829,            22.35803
             5.91000,            42.86515,            26.29036,            22.11500,            46.40203,            22.38191
             5.91500,            43.41731,            26.88010,            22.04141,            46.63112,            22.52011
             5.92000,            43.89699,            27.50415,            21.96358,            46.82561,            22.74095
             5.92500,            44.31649,            28.18309,            21.89614,            47.00897,            23.05986
             5.93000,            44.67973,            28.92863,            21.81740,            47.16642,            23.43684
             5.93500,            45.01310,            29.73063,            21.75264,            47.30625,            23.88174
             5.94000,            45.29603,            30.59271,            21.67840,            47.42370,            24.36420
             5.94500,            45.55460,            31.52500,            21.64884,            47.53938,            24.88916
             5.95000,            45.77394,            32.51450,            21.68392,            47.63621,            25.45667
             5.95500,            45.98056,            33.58983,            21.82113,            47.72619,            26.05386
             5.96000,            46.16530,            34.76509,            22.05355,            47.79822,            26.68385
             5.96500,            46.32792,            36.00201,            22.37249,            47.86498,            27.37364
             5.97000,            46.46642,            37.18267,            22.75921,            47.92471,            28.11027
             5.97500,            46.60393,            38.25305,            23.20586,            47.98753,            28.91751
             5.98000,            46.71805,            39.19184,            23.69151,            48.04207,            29.78127
             5.98500,            46.83271,            39.99355,            24.22445,            48.09449,            30.71742
             5.99000,            46.92436,            40.68580,            24.79133,            48.14142,            31.71234
             5.99500,            47.00999,            41.27937,            25.39664,            48.18857,            32.78395
             6.00000,            47.08854,            41.79656,            26.02992,            48.23271,            33.96400
